complaint_id,timestamp,city,complaint_type,phone_hash,bank_ref,description,lat,lon,withdrawal_flag,withdrawal_atm_id,withdrawal_time
CMP-2020-0135,2020-11-20 00:51:47,Bengaluru,Investment Scam,66d869ac5f0e8209,YESB180674,Victim lured into fake crypto/stock investment platform and lost deposits.,12.91138,77.61379,no,,
CMP-2024-0136,2024-02-05 03:04:49,Surat,SIM Swap,8ea593d36ab8aeef,YESB892313,SIM swapped without consent; OTPs intercepted and account emptied.,21.24212,72.91825,no,,
CMP-2019-0137,2019-06-21 20:02:30,Coimbatore,KYC Fraud,18f208dbfa4f4890,ICICI558320,Fraudster posing as bank official updated KYC and drained the account.,10.93644,76.82861,no,,
CMP-2022-0138,2022-09-06 23:29:22,Lucknow,Loan Fraud,dbccca553cc34023,KOTAK131064,Fraudulent loan approved in victim's name; money diverted to mule account.,26.88694,81.03126,no,,
CMP-2020-0139,2020-05-14 20:25:44,Jaipur,Loan Fraud,2313908100714b1e,SBIN812711,Fraudulent loan approved in victim's name; money diverted to mule account.,26.93816,75.75132,no,,
CMP-2020-0140,2020-10-09 04:14:04,Bengaluru,UPI Fraud,c8799446d4aeac29,PNB261712,Unauthorized UPI transaction initiated from victim's account via social engineering.,12.9356,77.67977,yes,ATM-0200,2020-10-10 03:02:07
CMP-2019-0141,2019-08-22 10:52:24,Chennai,Lottery Scam,b6326a71a01ef7a7,KOTAK898329,Victim paid processing fee for fake lottery winnings and lost money.,13.01363,80.16045,yes,ATM-0230,2019-08-24 02:58:34
CMP-2022-0142,2022-01-27 18:11:22,Mumbai,Phishing,04ace34c74962af6,KOTAK681141,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,18.95392,72.90711,yes,ATM-0198,2022-01-27 19:04:41
CMP-2021-0143,2021-06-25 15:47:19,Madurai,UPI Fraud,51c7040858cd4804,CNRB354533,Unauthorized UPI transaction initiated from victim's account via social engineering.,9.94679,78.02067,yes,ATM-0072,2021-06-26 11:09:03
CMP-2020-0144,2020-08-11 01:54:10,Delhi,UPI Fraud,766a815b10e632ae,YESB389366,Unauthorized UPI transaction initiated from victim's account via social engineering.,28.68043,77.09777,yes,ATM-0129,2020-08-13 21:53:13
CMP-2023-0145,2023-04-29 11:46:36,Ahmedabad,Investment Scam,3c11c40b093103cc,AXIS580102,Victim lured into fake crypto/stock investment platform and lost deposits.,22.90459,72.5128,no,,
CMP-2020-0146,2020-12-28 21:18:36,Lucknow,Loan Fraud,0374f04e7dbdd9db,KOTAK561607,Fraudulent loan approved in victim's name; money diverted to mule account.,26.79712,81.04084,no,,
CMP-2024-0147,2024-11-04 12:40:01,Delhi,Lottery Scam,5ac860d67bdfe793,UNION829066,Victim paid processing fee for fake lottery winnings and lost money.,28.61436,77.04675,no,,
CMP-2024-0148,2024-10-23 11:26:49,Hyderabad,OTP Scam,0073f30aba1015aa,AXIS441716,Victim shared OTP with caller impersonating bank support; funds transferred.,17.34782,78.58165,yes,ATM-0059,2024-10-26 06:33:21
CMP-2020-0149,2020-03-13 18:17:08,Jaipur,Credit Card Fraud,d92dde817a692540,CNRB128223,Card details skimmed online; multiple unauthorized international charges.,27.0483,75.77579,no,,
CMP-2021-0150,2021-08-18 15:42:55,Hyderabad,UPI Fraud,1679307713153c94,YESB805668,Unauthorized UPI transaction initiated from victim's account via social engineering.,17.38479,78.5267,yes,ATM-0338,2021-08-19 02:48:49
CMP-2021-0151,2021-07-16 01:45:37,Pune,UPI Fraud,98f1d6718732932a,UNION602514,Unauthorized UPI transaction initiated from victim's account via social engineering.,18.54507,73.86701,no,,
CMP-2024-0152,2024-03-20 08:49:11,Pune,SIM Swap,4caa7cc22eaf5b47,KOTAK835716,SIM swapped without consent; OTPs intercepted and account emptied.,18.63905,73.86777,no,,
CMP-2019-0153,2019-07-06 04:41:24,Madurai,Debit Card Fraud,bf63a8a5e6eb0549,KOTAK274418,Card cloned at compromised POS terminal; cash withdrawn from ATM.,9.9693,77.98309,no,,
CMP-2023-0154,2023-01-24 08:10:55,Pune,KYC Fraud,668a7d380cafb263,YESB211090,Fraudster posing as bank official updated KYC and drained the account.,18.37356,73.78432,no,,
CMP-2022-0155,2022-02-10 16:27:42,Lucknow,Investment Scam,2b487587f427fe82,BOB492292,Victim lured into fake crypto/stock investment platform and lost deposits.,26.81404,81.0279,no,,
CMP-2022-0156,2022-01-01 12:29:33,Kolkata,Phishing,8924503e01d222e3,ICICI409783,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,22.54739,88.50242,yes,ATM-0374,2022-01-01 22:41:35
CMP-2020-0157,2020-11-14 08:26:30,Ahmedabad,Debit Card Fraud,d0ba584dd5d67c80,BOB465219,Card cloned at compromised POS terminal; cash withdrawn from ATM.,23.01535,72.55285,no,,
CMP-2020-0158,2020-11-29 17:32:08,Hyderabad,Phishing,9bd94eb131733194,ICICI123682,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,17.48975,78.53109,no,,
CMP-2019-0159,2019-12-27 02:23:44,Coimbatore,Debit Card Fraud,2115c918e771a510,SBIN678719,Card cloned at compromised POS terminal; cash withdrawn from ATM.,10.91484,76.97375,no,,
CMP-2020-0160,2020-05-22 23:53:31,Pune,Credit Card Fraud,1c82c5d79ed6f888,YESB514798,Card details skimmed online; multiple unauthorized international charges.,18.37916,73.89093,yes,ATM-0304,2020-05-24 06:49:11
CMP-2019-0161,2019-01-10 18:00:03,Bengaluru,Debit Card Fraud,a59a163bcbd5ad87,ICICI705393,Card cloned at compromised POS terminal; cash withdrawn from ATM.,12.85213,77.70619,yes,ATM-0167,2019-01-11 08:11:25
CMP-2019-0162,2019-09-07 16:12:29,Surat,OTP Scam,0d37e13164b65639,KOTAK725969,Victim shared OTP with caller impersonating bank support; funds transferred.,21.13679,72.79886,yes,ATM-0181,2019-09-10 05:05:07
CMP-2022-0163,2022-09-14 15:23:56,Patna,Lottery Scam,abf41ff960734626,UNION188868,Victim paid processing fee for fake lottery winnings and lost money.,25.64573,85.08156,yes,ATM-0060,2022-09-15 04:34:42
CMP-2023-0164,2023-02-28 07:40:01,Jaipur,Loan Fraud,f7c3680e249e1cbd,UNION244564,Fraudulent loan approved in victim's name; money diverted to mule account.,26.93484,75.76421,no,,
CMP-2022-0165,2022-03-23 09:33:05,Indore,Credit Card Fraud,5ff85464a3f031d3,SBIN613426,Card details skimmed online; multiple unauthorized international charges.,22.65625,75.76383,no,,
CMP-2022-0166,2022-09-19 03:03:15,Patna,KYC Fraud,2b0c5f970a637432,BOB243167,Fraudster posing as bank official updated KYC and drained the account.,25.50264,85.10278,no,,
CMP-2022-0167,2022-12-01 21:01:13,Pune,OTP Scam,ea875256f709e63c,BOB612438,Victim shared OTP with caller impersonating bank support; funds transferred.,18.42058,73.87632,no,,
CMP-2020-0168,2020-04-28 04:19:24,Chennai,Lottery Scam,7ba612f9f29a89db,CNRB402692,Victim paid processing fee for fake lottery winnings and lost money.,12.98316,80.2579,no,,
CMP-2023-0169,2023-08-06 03:06:49,Jaipur,SIM Swap,9b4d7deeb06bfad8,UNION219754,SIM swapped without consent; OTPs intercepted and account emptied.,26.84277,75.80023,no,,
CMP-2022-0170,2022-04-02 14:48:32,Madurai,Phishing,51111aadf02c5e6b,BOB672892,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,9.84076,78.09735,no,,
CMP-2022-0171,2022-12-03 04:40:22,Bengaluru,Lottery Scam,bef11eb883b1ee10,BOB375581,Victim paid processing fee for fake lottery winnings and lost money.,12.92617,77.68962,yes,ATM-0061,2022-12-05 12:31:05
CMP-2020-0172,2020-06-03 03:34:16,Madurai,Investment Scam,be5683fa9703896d,KOTAK845279,Victim lured into fake crypto/stock investment platform and lost deposits.,9.95828,78.09825,no,,
CMP-2023-0173,2023-09-16 14:30:58,Patna,Debit Card Fraud,3d422a0cd32b9025,HDFC697766,Card cloned at compromised POS terminal; cash withdrawn from ATM.,25.54934,85.07193,no,,
CMP-2020-0174,2020-12-10 03:00:06,Coimbatore,Lottery Scam,9e822650c6a48dfa,UNION380329,Victim paid processing fee for fake lottery winnings and lost money.,11.15252,76.96012,no,,
CMP-2023-0175,2023-11-22 01:28:21,Delhi,Loan Fraud,d3044eccb95baaae,PNB787757,Fraudulent loan approved in victim's name; money diverted to mule account.,28.59217,77.21232,yes,ATM-0365,2023-11-23 00:39:49
CMP-2020-0176,2020-06-26 09:25:06,Patna,Loan Fraud,aae3e9e676b0d8bf,SBIN705474,Fraudulent loan approved in victim's name; money diverted to mule account.,25.63382,85.17594,yes,ATM-0039,2020-06-28 07:02:22
CMP-2024-0177,2024-04-12 08:29:50,Mumbai,Loan Fraud,14f09073cb0b7cbe,PNB828449,Fraudulent loan approved in victim's name; money diverted to mule account.,19.2069,72.83842,no,,
CMP-2020-0178,2020-12-18 02:10:46,Chennai,UPI Fraud,f921a4cc9cda01ae,BOB765678,Unauthorized UPI transaction initiated from victim's account via social engineering.,13.13194,80.22817,yes,ATM-0274,2020-12-19 06:48:54
CMP-2024-0179,2024-10-22 04:04:23,Patna,Debit Card Fraud,14680651c9fe702b,PNB438548,Card cloned at compromised POS terminal; cash withdrawn from ATM.,25.6926,85.08893,no,,
CMP-2022-0180,2022-05-25 10:01:00,Ahmedabad,KYC Fraud,e66173a370a3ecc9,HDFC148174,Fraudster posing as bank official updated KYC and drained the account.,22.90237,72.65657,no,,
CMP-2019-0181,2019-09-30 04:53:16,Patna,Credit Card Fraud,d290fdc74fa5c504,BOB100708,Card details skimmed online; multiple unauthorized international charges.,25.74165,85.11594,no,,
CMP-2024-0182,2024-06-15 12:16:08,Indore,Lottery Scam,67c5bced1e082097,PNB197874,Victim paid processing fee for fake lottery winnings and lost money.,22.76598,75.78282,yes,ATM-0333,2024-06-16 00:11:12
CMP-2021-0183,2021-05-18 09:13:29,Hyderabad,Debit Card Fraud,731e192ca4c70c78,ICICI837880,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.26356,78.40073,yes,ATM-0304,2021-05-19 01:30:38
CMP-2023-0184,2023-01-29 20:12:41,Chennai,Phishing,0534e78d7c92bab2,KOTAK956800,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,12.96888,80.3788,no,,
CMP-2021-0185,2021-11-12 15:23:22,Bengaluru,Loan Fraud,2c6621195db9c26f,ICICI208214,Fraudulent loan approved in victim's name; money diverted to mule account.,12.91561,77.7089,yes,ATM-0386,2021-11-15 06:21:11
CMP-2022-0186,2022-11-06 16:38:24,Surat,Credit Card Fraud,92572ce204c2e769,CNRB690653,Card details skimmed online; multiple unauthorized international charges.,21.02274,72.87611,yes,ATM-0370,2022-11-07 07:58:48
CMP-2023-0187,2023-06-28 10:58:06,Indore,Loan Fraud,e504e83d7aca6102,BOB327797,Fraudulent loan approved in victim's name; money diverted to mule account.,22.59561,75.73784,no,,
CMP-2022-0188,2022-07-15 18:09:17,Pune,KYC Fraud,ad44c6d2816a4384,KOTAK929504,Fraudster posing as bank official updated KYC and drained the account.,18.41235,73.78979,yes,ATM-0284,2022-07-17 13:25:36
CMP-2023-0189,2023-04-30 02:30:36,Hyderabad,Phishing,88a04d1db1a7b23a,PNB315425,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,17.39032,78.48956,no,,
CMP-2020-0190,2020-10-09 12:46:59,Chennai,Debit Card Fraud,9659a14dde753ef3,YESB218220,Card cloned at compromised POS terminal; cash withdrawn from ATM.,13.00502,80.31212,yes,ATM-0007,2020-10-12 11:50:19
CMP-2024-0191,2024-08-08 05:28:50,Delhi,Loan Fraud,b8365598691f9e19,YESB483162,Fraudulent loan approved in victim's name; money diverted to mule account.,28.71801,77.00433,no,,
CMP-2024-0192,2024-12-03 07:40:03,Mumbai,Phishing,d26fc7d51e730b10,ICICI114463,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,19.00466,72.73965,yes,ATM-0204,2024-12-04 20:08:37
CMP-2022-0193,2022-10-09 04:45:41,Jaipur,Loan Fraud,a4af3aaa7cc04815,YESB186431,Fraudulent loan approved in victim's name; money diverted to mule account.,26.95456,75.7986,yes,ATM-0043,2022-10-10 03:04:29
CMP-2022-0194,2022-01-25 06:26:46,Bengaluru,Credit Card Fraud,7e6f79841dbd2da0,KOTAK509711,Card details skimmed online; multiple unauthorized international charges.,12.99753,77.67357,no,,
CMP-2022-0195,2022-11-10 03:38:23,Hyderabad,Loan Fraud,b8301f7425dae934,AXIS160718,Fraudulent loan approved in victim's name; money diverted to mule account.,17.30834,78.61409,yes,ATM-0314,2022-11-11 23:28:32
CMP-2020-0196,2020-11-08 15:42:31,Coimbatore,Credit Card Fraud,604b1d75dacde63e,HDFC842287,Card details skimmed online; multiple unauthorized international charges.,10.90796,76.80921,no,,
CMP-2021-0197,2021-01-29 15:08:32,Jaipur,Lottery Scam,96892b95aa33f3e5,KOTAK233096,Victim paid processing fee for fake lottery winnings and lost money.,26.98733,75.89934,no,,
CMP-2019-0198,2019-09-16 15:53:40,Indore,Phishing,d45ed38d01e6081d,YESB385192,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,22.72676,75.78658,no,,
CMP-2022-0199,2022-10-06 22:11:11,Ahmedabad,OTP Scam,bb176f6c1c686267,KOTAK158132,Victim shared OTP with caller impersonating bank support; funds transferred.,23.02238,72.59147,yes,ATM-0131,2022-10-09 05:51:58
CMP-2024-0200,2024-05-13 08:12:38,Surat,UPI Fraud,73909b50ae82a09c,CNRB102693,Unauthorized UPI transaction initiated from victim's account via social engineering.,21.03341,72.93998,yes,ATM-0242,2024-05-14 10:25:00
CMP-2024-0201,2024-07-09 05:11:33,Delhi,Phishing,95f5e163d4506b53,YESB335421,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,28.65064,77.07738,no,,
CMP-2020-0202,2020-08-17 07:49:42,Mumbai,Investment Scam,9e716e0d54ace345,ICICI626428,Victim lured into fake crypto/stock investment platform and lost deposits.,19.128,72.7435,yes,ATM-0265,2020-08-20 06:29:24
CMP-2024-0203,2024-09-21 09:18:41,Mumbai,OTP Scam,4097ea067349ecfa,PNB443199,Victim shared OTP with caller impersonating bank support; funds transferred.,18.95192,72.86472,yes,ATM-0150,2024-09-23 01:54:20
CMP-2020-0204,2020-10-27 20:46:01,Lucknow,Debit Card Fraud,6eca3d93dfe0941f,KOTAK720432,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.98826,81.09554,no,,
CMP-2023-0205,2023-05-24 19:51:07,Jaipur,Debit Card Fraud,6f7dad8bc12e552b,HDFC529954,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.76957,75.79976,no,,
CMP-2023-0206,2023-02-28 08:56:34,Chennai,KYC Fraud,83d2d0f5814ca2d7,YESB990247,Fraudster posing as bank official updated KYC and drained the account.,13.15412,80.21295,yes,ATM-0122,2023-03-01 15:10:11
CMP-2024-0207,2024-10-06 22:57:18,Delhi,Lottery Scam,d9b33dd1a45b7c5a,HDFC342716,Victim paid processing fee for fake lottery winnings and lost money.,28.82329,77.10843,no,,
CMP-2021-0208,2021-03-27 03:07:04,Coimbatore,UPI Fraud,6de33b9db4ff66f0,ICICI629979,Unauthorized UPI transaction initiated from victim's account via social engineering.,10.90685,77.05179,yes,ATM-0291,2021-03-27 07:36:08
CMP-2022-0209,2022-12-22 09:57:05,Delhi,Debit Card Fraud,b3c5d393ae6dacaf,PNB992247,Card cloned at compromised POS terminal; cash withdrawn from ATM.,28.6486,77.19275,no,,
CMP-2023-0210,2023-05-31 03:47:42,Kolkata,OTP Scam,1acbb913a87bf724,AXIS178315,Victim shared OTP with caller impersonating bank support; funds transferred.,22.70567,88.25473,no,,
CMP-2019-0211,2019-08-27 18:13:38,Mumbai,Credit Card Fraud,906a60561354e4f9,BOB429287,Card details skimmed online; multiple unauthorized international charges.,19.04795,72.88848,no,,
CMP-2020-0212,2020-03-30 22:20:35,Hyderabad,OTP Scam,eccf8a3f16c19ce9,ICICI194813,Victim shared OTP with caller impersonating bank support; funds transferred.,17.28228,78.54252,no,,
CMP-2023-0213,2023-03-07 20:37:54,Chennai,Debit Card Fraud,838a1cf0f1f949a1,KOTAK255528,Card cloned at compromised POS terminal; cash withdrawn from ATM.,12.96006,80.19517,yes,ATM-0263,2023-03-08 00:09:22
CMP-2020-0214,2020-10-16 18:14:23,Patna,Credit Card Fraud,8247da14f2de023f,YESB996114,Card details skimmed online; multiple unauthorized international charges.,25.57976,85.21202,yes,ATM-0237,2020-10-17 01:34:38
CMP-2023-0215,2023-10-06 05:41:29,Mumbai,Phishing,079cc64082c4d443,AXIS237064,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,18.98544,72.84787,no,,
CMP-2024-0216,2024-08-16 05:26:18,Mumbai,Investment Scam,011c49146d3aeb32,PNB952227,Victim lured into fake crypto/stock investment platform and lost deposits.,18.9485,73.02685,yes,ATM-0331,2024-08-17 13:21:55
CMP-2019-0217,2019-10-10 04:22:29,Indore,KYC Fraud,bbef042b5fca55e3,HDFC583388,Fraudster posing as bank official updated KYC and drained the account.,22.58479,75.98494,yes,ATM-0371,2019-10-11 08:48:52
CMP-2019-0218,2019-03-06 14:17:48,Surat,Loan Fraud,9443a36c105e1cef,KOTAK325146,Fraudulent loan approved in victim's name; money diverted to mule account.,21.29269,72.76359,yes,ATM-0077,2019-03-06 16:47:29
CMP-2022-0219,2022-09-18 14:46:46,Bengaluru,Lottery Scam,66547b5890054282,YESB677438,Victim paid processing fee for fake lottery winnings and lost money.,12.96531,77.47092,yes,ATM-0215,2022-09-19 05:08:26
CMP-2024-0220,2024-04-22 06:34:04,Jaipur,Debit Card Fraud,b5a17c6e44e187dd,CNRB933456,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.76826,75.75205,no,,
CMP-2021-0221,2021-11-16 23:43:35,Madurai,OTP Scam,17c38b5e65e11c5c,UNION626797,Victim shared OTP with caller impersonating bank support; funds transferred.,9.87168,78.05093,yes,ATM-0306,2021-11-17 15:29:45
CMP-2024-0222,2024-05-16 14:53:42,Madurai,Lottery Scam,fa2e488d4b117a75,BOB655149,Victim paid processing fee for fake lottery winnings and lost money.,9.88243,78.145,yes,ATM-0082,2024-05-16 22:06:17
CMP-2022-0223,2022-12-10 04:33:31,Hyderabad,SIM Swap,a8c584141579a13e,HDFC901164,SIM swapped without consent; OTPs intercepted and account emptied.,17.53392,78.40252,no,,
CMP-2023-0224,2023-10-14 01:59:30,Kolkata,Credit Card Fraud,4f90ff1389c8b300,AXIS721301,Card details skimmed online; multiple unauthorized international charges.,22.518,88.43533,yes,ATM-0303,2023-10-14 04:01:22
CMP-2023-0225,2023-03-15 22:17:21,Lucknow,Investment Scam,afafbf74a1c9424e,UNION297377,Victim lured into fake crypto/stock investment platform and lost deposits.,26.94771,81.03932,no,,
CMP-2022-0226,2022-04-02 19:04:48,Delhi,OTP Scam,eed2d272649fc2ed,ICICI158896,Victim shared OTP with caller impersonating bank support; funds transferred.,28.62389,77.01814,no,,
CMP-2019-0227,2019-01-02 11:56:27,Indore,Investment Scam,384d12f38969e160,SBIN457311,Victim lured into fake crypto/stock investment platform and lost deposits.,22.78468,75.98333,no,,
CMP-2020-0228,2020-12-09 23:35:38,Chennai,Credit Card Fraud,e2557f920a8546d3,SBIN911982,Card details skimmed online; multiple unauthorized international charges.,12.96598,80.27859,yes,ATM-0038,2020-12-11 02:29:33
CMP-2024-0229,2024-08-25 18:05:24,Pune,Investment Scam,706984659176dc3c,KOTAK416423,Victim lured into fake crypto/stock investment platform and lost deposits.,18.46718,73.99946,no,,
CMP-2021-0230,2021-08-15 04:17:13,Surat,OTP Scam,ce84b8f332fec90d,KOTAK282664,Victim shared OTP with caller impersonating bank support; funds transferred.,21.23235,72.84969,no,,
CMP-2022-0231,2022-09-06 15:16:23,Kolkata,Debit Card Fraud,67969787d660f8c4,UNION954017,Card cloned at compromised POS terminal; cash withdrawn from ATM.,22.47521,88.30595,no,,
CMP-2019-0232,2019-10-07 00:29:11,Coimbatore,Phishing,ddcde3a80cb61858,UNION510623,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,11.12203,77.03705,no,,
CMP-2020-0233,2020-02-03 22:35:13,Kolkata,Investment Scam,45922a0dc4395fa3,UNION209167,Victim lured into fake crypto/stock investment platform and lost deposits.,22.70361,88.25609,no,,
CMP-2020-0234,2020-06-05 10:46:39,Kolkata,Credit Card Fraud,e39782bbeff6f14e,ICICI961574,Card details skimmed online; multiple unauthorized international charges.,22.63529,88.40563,no,,
